name,lat,long
Action Contre la Faim International (ACF/ACH/AAH) angola,37.6,-95.665
Action Contre la Faim International (ACF/ACH/AAH) burkina faso,12.3811197912452,-1.497332785184092
Action Contre la Faim International (ACF/ACH/AAH) central african republic,37.6,-95.665
Action Contre la Faim International (ACF/ACH/AAH) chad,37.6,-95.665
Action Contre la Faim International (ACF/ACH/AAH) cote d ivoire,5.39928259608388,-3.9809817852348215
Action Contre la Faim International (ACF/ACH/AAH) dr congo,-1.688089798769053,29.232730414754396
Action Contre la Faim International (ACF/ACH/AAH) mali,14.45656178989433,-11.465160785161446
Action Contre la Faim International (ACF/ACH/AAH) mauritania,37.6,-95.665
Action Contre la Faim International (ACF/ACH/AAH) nigeria,9.07288949349044,7.429642714786979
Action Contre la Faim International (ACF/ACH/AAH) somalia,37.6,-95.665
Action Contre la Faim International (ACF/ACH/AAH) south sudan,6.913295356476575,27.70817265926728
Action Contre la Faim International (ACF/ACH/AAH) sudan,37.6,-95.665
ActionAid International dr congo,-17.81604098782305,31.0237146148824
ActionAid International ethiopia,9.007694595064448,38.76635364689871
ActionAid International liberia,38.90329767956969,-77.0311825846495
ActionAid International nigeria,9.200997792796336,7.327854872730008
ActionAid International senegal,14.72314998972447,-17.474960885158293
ActionAid International sierra leone,8.47445309390672,-13.277357985217334
ActionAid International somalia,9.562585493151854,44.03901241479062
ActionAid International zambia,-15.416981389286688,28.36328921485016
Adventist Development and Relief Agency burkina faso,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency chad,39.18804127952691,-76.753486684641
Adventist Development and Relief Agency cote d ivoire,5.39604059608621,-3.99737368523479
Adventist Development and Relief Agency dr congo,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency ethiopia,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency liberia,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency mali,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency mauritania,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency niger,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency nigeria,7.283545782106889,6.34698456971648
Adventist Development and Relief Agency senegal,39.061258679545766,-76.96794768464478
Adventist Development and Relief Agency sierra leone,8.45125121106044,-13.27290803100026
Adventist Development and Relief Agency zambia,-15.3732843893141,28.336350514849624
Africa Humanitarian Action ethiopia,9.009040346554634,38.78084472723382
Africa Humanitarian Action south sudan,4.84896607465275,31.58143761773458
Africa Humanitarian Action sudan,15.571481489190075,32.56303021485217
Africa Initiatives for Relief and Development burkina faso,12.399801991232824,-1.54056028518393
Africa Initiatives for Relief and Development central african republic,40.82203287932008,-74.13018008459166
Africa Initiatives for Relief and Development chad,0.334023699756302,32.600127414753246
Africa Initiatives for Relief and Development dr congo,-4.315142196863504,15.277307614760876
Africa Initiatives for Relief and Development liberia,6.237729295484768,-10.685599985230787
Africa Initiatives for Relief and Development niger,14.19816078529834,1.4092430225995314
African Field Epidemiology Network/ Réseau Africain D'épidémiologie de Terrain angola,37.6,-95.665
African Field Epidemiology Network/ Réseau Africain D'épidémiologie de Terrain burkina faso,37.6,-95.665
African Field Epidemiology Network/ Réseau Africain D'épidémiologie de Terrain cote d ivoire,37.6,-95.665
African Field Epidemiology Network/ Réseau Africain D'épidémiologie de Terrain dr congo,37.6,-95.665
African Field Epidemiology Network/ Réseau Africain D'épidémiologie de Terrain ethiopia,8.98569249355093,38.70288511478648
African Field Epidemiology Network/ Réseau Africain D'épidémiologie de Terrain guinea,37.6,-95.665
