"","ID","ADM0_NAME","ADM0_CODE","Admin1","ADM1_CODE","ADM2_NAME","ADM2_CODE","year","age_group_id","age_group_name","sex_id","sex","measure_id","measure","mean","lower","upper"
"1","Sierra Leone_Kailahun","Sierra Leone",200,"Eastern",1200,"Kailahun",1001200,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0594188598918631,0.0899674145004951
"2","South Sudan_Bahr al Jabal","South Sudan",206,"Central Equatoria",1206,"Bahr al Jabal",1001206,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0511991715399432,0.100696425191536
"3","Burkina Faso_Comoé","Burkina Faso",22,"Cascades",2022,"Comoé",1002022,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.055856737270214,0.099781118494075
"4","South Sudan_Amatonge","South Sudan",206,"Eastern Equatoria",2206,"Amatonge",1002206,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0507188983078251,0.0999101625822901
"5","Central African Republic_Alindao","Central African Republic",39,"Basse-Kotto",3039,"Alindao",1003039,2017,28,"Infant",3,"Both",27,"Probability of death",0.095,0.0611320741160924,0.141444538177213
"6","Mali_Bafoulabé","Mali",146,"Kayes",3146,"Bafoulabé",1003146,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0579914684030496,0.0918093292547792
"7","Sierra Leone_Bo","Sierra Leone",200,"Southern",3200,"Bo",1003200,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0615997248172034,0.0882571705813311
"8","Somalia_Mogadisho","Somalia",203,"Banaadir",3203,"Mogadisho",1003203,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.0447902172783091,0.125687245962369
"9","Central African Republic_Djemah","Central African Republic",39,"Haut-Mbomou",4039,"Djemah",1004039,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0583049871230344,0.127753861526322
"10","Côte d'Ivoire_Folon","Côte d'Ivoire",45,"Denguélé",4045,"Folon",1004045,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0557497269444786,0.0937965706041918
"11","Guinea_Kankan","Guinea",85,"Kankan",4085,"Kankan",1004085,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0531902776753719,0.0916433227081735
"12","Sierra Leone_Western Rural","Sierra Leone",200,"Western",4200,"Western Rural",1004200,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.06456073012535,0.0976464624336178
"13","South Sudan_Aliab","South Sudan",206,"Lakes",4206,"Aliab",1004206,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0564747648612496,0.115630079733227
"14","Chad_Baguirmi","Chad",217,"Chari-Baguirmi",4217,"Baguirmi",1004217,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0606245337041725,0.103649247144653
"15","Zambia_Chiengi","Zambia",255,"Luapula",4255,"Chiengi",1004255,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0506354485499457,0.101221525471825
"16","Central African Republic_Bria","Central African Republic",39,"Haute-Kotto",5039,"Bria",1005039,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0550994941127428,0.118757977828163
"17","Nigeria_Alkaleri","Nigeria",164,"Bauchi",5164,"Alkaleri",1005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0572277752724999,0.0896829020269184
"18","South Sudan_Aryat","South Sudan",206,"North Bahr-al-Ghazal",5206,"Aryat",1005206,2017,28,"Infant",3,"Both",27,"Probability of death",0.103,0.0690209296748425,0.160779055879932
"19","Central African Republic_Dékoa","Central African Republic",39,"Kémo",6039,"Dékoa",1006039,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0541082538144797,0.123368144851247
"20","Chad_Ennedi Ouest","Chad",217,"Ennedi Ouest",6217,"Ennedi Ouest",1006217,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0543716725547884,0.10216263221032
"21","Central African Republic_Boda","Central African Republic",39,"Lobaye",7039,"Boda",1007039,2017,28,"Infant",3,"Both",27,"Probability of death",0.085,0.0568370075670057,0.122523225930432
"22","Mali_Barouéli","Mali",146,"Ségou",7146,"Barouéli",1007146,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.0603099908485847,0.0994383097694386
"23","Burkina Faso_Gnagna","Burkina Faso",22,"Est",8022,"Gnagna",1008022,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0558880910062024,0.0976086871273538
"24","Central African Republic_Berbérati","Central African Republic",39,"Mambéré-Kadéï",8039,"Berbérati",1008039,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.061291570058376,0.123571944057471
"25","Mali_Bougouni","Mali",146,"Sikasso",8146,"Bougouni",1008146,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0599231550520124,0.093895117018271
"26","South Sudan_Gogrial","South Sudan",206,"Warap",8206,"Gogrial",1008206,2017,28,"Infant",3,"Both",27,"Probability of death",0.102,0.067055834696005,0.150208937507885
"27","Central African Republic_Bakouma","Central African Republic",39,"Mbomou",9039,"Bakouma",1009039,2017,28,"Infant",3,"Both",27,"Probability of death",0.09,0.0549456838744562,0.12811017404036
"28","Mali_Diré","Mali",146,"Timbuktu",9146,"Diré",1009146,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.0573222995181639,0.102667314872021
"29","South Sudan_Raja","South Sudan",206,"West Bahr-al-Ghazal",9206,"Raja",1009206,2017,28,"Infant",3,"Both",27,"Probability of death",0.099,0.0615200357400167,0.150299806409477
"30","Côte d'Ivoire_Bagoué","Côte d'Ivoire",45,"Savanes",10045,"Bagoué",1010045,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0578929824097044,0.0948200323262149
"31","South Sudan_Meridi","South Sudan",206,"West Equatoria",10206,"Meridi",1010206,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0512150606317699,0.105524079536807
"32","Central African Republic_Baboua","Central African Republic",39,"Nana-Mambéré",11039,"Baboua",1011039,2017,28,"Infant",3,"Both",27,"Probability of death",0.092,0.0639849850775399,0.127408764462729
"33","Chad_Dodjé","Chad",217,"Logone Occidental",11217,"Dodjé",1011217,2017,28,"Infant",3,"Both",27,"Probability of death",0.089,0.064659826620445,0.118611711737788
"34","Burkina Faso_Oudalan","Burkina Faso",22,"Sahel",12022,"Oudalan",1012022,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0579257995588382,0.106418779804395
"35","Central African Republic_Bimbo","Central African Republic",39,"Ombella-M'Poko",12039,"Bimbo",1012039,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0478500641569672,0.101734604019437
"36","Chad_Lanya","Chad",217,"Logone Oriental",12217,"Lanya",1012217,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.06011647378042,0.105274545153463
"37","Central African Republic_Bakala","Central African Republic",39,"Ouaka",13039,"Bakala",1013039,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0538689930711782,0.12465913542882
"38","Central African Republic_Bocaranga","Central African Republic",39,"Ouham-Pendé",14039,"Bocaranga",1014039,2017,28,"Infant",3,"Both",27,"Probability of death",0.089,0.0612042153728832,0.125202473287685
"39","Chad_Kabbia","Chad",217,"Mayo-Kebbi Est",14217,"Kabbia",1014217,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0564657721868509,0.0960091028958524
"40","Central African Republic_Batangafo","Central African Republic",39,"Ouham",15039,"Batangafo",1015039,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0478150512958894,0.100906189901143
"41","Somalia_Afgooye","Somalia",203,"Shabeellaha Hoose",15203,"Afgooye",1015203,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.0463268179304051,0.127973150110827
"42","Central African Republic_Bambio","Central African Republic",39,"Sangha-Mbaéré",16039,"Bambio",1016039,2017,28,"Infant",3,"Both",27,"Probability of death",0.087,0.0616092223099398,0.122607887866829
"43","Somalia_Caynabo","Somalia",203,"Sool",16203,"Caynabo",1016203,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0498233120178124,0.127572331742722
"44","Somalia_Burao","Somalia",203,"Togdheer",17203,"Burao",1017203,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0497379361434173,0.111971336262125
"45","Nigeria_Auyo","Nigeria",164,"Jigawa",18164,"Auyo",1018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0626330595899324,0.097990976021126
"46","Somalia_Berbera","Somalia",203,"Woqooyi Galbeed",18203,"Berbera",1018203,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0516775899387866,0.117492234117439
"47","Nigeria_Birnin-G","Nigeria",164,"Kaduna",19164,"Birnin-G",1019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.058043915073089,0.0911413475710666
"48","Democratic Republic of the Congo_Bosobolo","Democratic Republic of the Congo",47,"Nord-Ubangi",20047,"Bosobolo",1020047,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0512132206661528,0.0999312046128138
"49","Nigeria_Ajingi","Nigeria",164,"Kano",20164,"Ajingi",1020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0814324062495812,0.12093355236687
"50","Chad_Béré","Chad",217,"Tandjilé",20217,"Béré",1020217,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0587703462979195,0.097809810467405
"51","Nigeria_Bakori","Nigeria",164,"Katsina",21164,"Bakori",1021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0693917023205666,0.105173485997572
"52","Nigeria_Aleiro","Nigeria",164,"Kebbi",22164,"Aleiro",1022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0563109584150032,0.084407444398835
"53","Chad_N'Djamena","Chad",217,"Ville de N'Djamena",22217,"N'Djamena",1022217,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0546308105861397,0.0926229557421586
"54","Nigeria_Akwanga","Nigeria",164,"Nassarawa",26164,"Akwanga",1026164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0591693720080117,0.0930021652084783
"55","Nigeria_Agaie","Nigeria",164,"Niger",27164,"Agaie",1027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0587376716718182,0.0924866293714671
"56","Nigeria_Binji","Nigeria",164,"Sokoto",34164,"Binji",1034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0584801905786681,0.0923314718764585
"57","Nigeria_Anka","Nigeria",164,"Zamfara",37164,"Anka",1037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.104,0.0833600571958453,0.126334594730573
"58","Central African Republic_Ndélé","Central African Republic",39,"Bamingui-Bangoran",1039,"Ndélé",2001039,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0471648786909272,0.0998219783428764
"59","Sierra Leone_Kenema","Sierra Leone",200,"Eastern",1200,"Kenema",2001200,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0647565141251315,0.0964462086577425
"60","Angola_Balombo","Angola",3,"Benguela",2003,"Balombo",2002003,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.057322422592668,0.0951272496094207
"61","Burkina Faso_Léraba","Burkina Faso",22,"Cascades",2022,"Léraba",2002022,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0599834081819559,0.114201243184977
"62","Central African Republic_Kembé","Central African Republic",39,"Basse-Kotto",3039,"Kembé",2003039,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0590449636628379,0.125022896464001
"63","Mali_Diéma","Mali",146,"Kayes",3146,"Diéma",2003146,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.058186261855149,0.0959118308997225
"64","Central African Republic_Obo","Central African Republic",39,"Haut-Mbomou",4039,"Obo",2004039,2017,28,"Infant",3,"Both",27,"Probability of death",0.094,0.060274959608167,0.131142387112917
"65","Côte d'Ivoire_Kabadougou","Côte d'Ivoire",45,"Denguélé",4045,"Kabadougou",2004045,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0556403640168997,0.0927391428216864
"66","Guinea_Kérouané","Guinea",85,"Kankan",4085,"Kérouané",2004085,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0535637365220691,0.0891725704045018
"67","Sierra Leone_Western Urban","Sierra Leone",200,"Western",4200,"Western Urban",2004200,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0607304446045305,0.0907616500573577
"68","South Sudan_Rumbek","South Sudan",206,"Lakes",4206,"Rumbek",2004206,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0458820402382654,0.100768886811168
"69","Chad_Loug Chari","Chad",217,"Chari-Baguirmi",4217,"Loug Chari",2004217,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.0593532556592657,0.106532333560533
"70","Central African Republic_Ouadda","Central African Republic",39,"Haute-Kotto",5039,"Ouadda",2005039,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.0533009266456298,0.113812501758005
"71","Mali_Dioïla","Mali",146,"Koulikoro",5146,"Dioïla",2005146,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0584618099963399,0.0941483533227077
"72","South Sudan_Aweil","South Sudan",206,"North Bahr-al-Ghazal",5206,"Aweil",2005206,2017,28,"Infant",3,"Both",27,"Probability of death",0.115,0.0734187728700204,0.174479008307829
"73","Central African Republic_Sibut","Central African Republic",39,"Kémo",6039,"Sibut",2006039,2017,28,"Infant",3,"Both",27,"Probability of death",0.084,0.0561760761877133,0.124405794464842
"74","Angola_Cassongue","Angola",3,"Cuanza Sul",7003,"Cassongue",2007003,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0587851768888331,0.0992315033246985
"75","Central African Republic_M'Baïki","Central African Republic",39,"Lobaye",7039,"M'Baïki",2007039,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0548445214401385,0.109925820415763
"76","Mali_Bla","Mali",146,"Ségou",7146,"Bla",2007146,2017,28,"Infant",3,"Both",27,"Probability of death",0.085,0.0667676318401427,0.106927863100853
"77","Chad_Bitkine","Chad",217,"Guéra",7217,"Bitkine",2007217,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0523482953491039,0.0964504047440123
"78","Central African Republic_Carnot","Central African Republic",39,"Mambéré-Kadéï",8039,"Carnot",2008039,2017,28,"Infant",3,"Both",27,"Probability of death",0.087,0.0603806798556739,0.121313839301078
"79","Guinea_Guéckédou","Guinea",85,"Nzérékoré",8085,"Guéckédou",2008085,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0571913318884568,0.0908345509998007
"80","Mali_Kadiolo","Mali",146,"Sikasso",8146,"Kadiolo",2008146,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0611611563602493,0.108393854145756
"81","South Sudan_Malek","South Sudan",206,"Warap",8206,"Malek",2008206,2017,28,"Infant",3,"Both",27,"Probability of death",0.122,0.0798998782565032,0.184415123208468
"82","Burkina Faso_Kénédougou","Burkina Faso",22,"Haut-Bassins",9022,"Kénédougou",2009022,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0545046752401484,0.0985893912991702
"83","Central African Republic_Bangassou","Central African Republic",39,"Mbomou",9039,"Bangassou",2009039,2017,28,"Infant",3,"Both",27,"Probability of death",0.084,0.0516448702959164,0.12055479681238
"84","Mali_Goundam","Mali",146,"Timbuktu",9146,"Goundam",2009146,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.058636354116689,0.105928819793077
"85","Somalia_Jilib","Somalia",203,"Jubbada Dhexe",9203,"Jilib",2009203,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0429800449556116,0.119904328103381
"86","South Sudan_Wau","South Sudan",206,"West Bahr-al-Ghazal",9206,"Wau",2009206,2017,28,"Infant",3,"Both",27,"Probability of death",0.094,0.0606708214255099,0.136695730316628
"87","Central African Republic_Mbrès","Central African Republic",39,"Nana-Grébizi",10039,"Mbrès",2010039,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.0510559728957957,0.117947125639154
"88","Côte d'Ivoire_Poro","Côte d'Ivoire",45,"Savanes",10045,"Poro",2010045,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0606574033155583,0.104413070294106
"89","Somalia_Badhaadhe","Somalia",203,"Jubbada Hoose",10203,"Badhaadhe",2010203,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0460594255776667,0.110493047902023
"90","South Sudan_Mundri","South Sudan",206,"West Equatoria",10206,"Mundri",2010206,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0503646986875981,0.105527998518909
"91","Central African Republic_Baoro","Central African Republic",39,"Nana-Mambéré",11039,"Baoro",2011039,2017,28,"Infant",3,"Both",27,"Probability of death",0.091,0.0607677127207713,0.125211234165001
"92","Chad_Lac Wey","Chad",217,"Logone Occidental",11217,"Lac Wey",2011217,2017,28,"Infant",3,"Both",27,"Probability of death",0.084,0.0630167863897985,0.109026219982727
"93","Burkina Faso_Séno","Burkina Faso",22,"Sahel",12022,"Séno",2012022,2017,28,"Infant",3,"Both",27,"Probability of death",0.092,0.0662967272505863,0.122177938023343
"94","Central African Republic_Boali","Central African Republic",39,"Ombella-M'Poko",12039,"Boali",2012039,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0563955870675883,0.115340539365538
"95","Côte d'Ivoire_Béré","Côte d'Ivoire",45,"Woroba",12045,"Béré",2012045,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0538400992287587,0.0950241574924512
"96","Chad_Monts de Lam","Chad",217,"Logone Oriental",12217,"Monts de Lam",2012217,2017,28,"Infant",3,"Both",27,"Probability of death",0.091,0.0683015874170663,0.12137776138047
"97","Central African Republic_Bambari","Central African Republic",39,"Ouaka",13039,"Bambari",2013039,2017,28,"Infant",3,"Both",27,"Probability of death",0.088,0.0588962631466591,0.135907797375401
"98","Central African Republic_Bozoum","Central African Republic",39,"Ouham-Pendé",14039,"Bozoum",2014039,2017,28,"Infant",3,"Both",27,"Probability of death",0.088,0.0596150484127203,0.117962179238697
"99","Somalia_Balcad","Somalia",203,"Shabeellaha Dhexe",14203,"Balcad",2014203,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0460896719647786,0.119344270410693
"100","Chad_Mayo-Boneye","Chad",217,"Mayo-Kebbi Est",14217,"Mayo-Boneye",2014217,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0547432849835008,0.0930061008360588
"101","Central African Republic_Bossangoa","Central African Republic",39,"Ouham",15039,"Bossangoa",2015039,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0505085801171108,0.117740620620061
"102","Somalia_Baraawe","Somalia",203,"Shabeellaha Hoose",15203,"Baraawe",2015203,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0511616761989602,0.129983486169034
"103","Chad_Mayo-Dallah","Chad",217,"Mayo-Kebbi Ouest",15217,"Mayo-Dallah",2015217,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0546234164722397,0.098523279684171
"104","Central African Republic_Nola","Central African Republic",39,"Sangha-Mbaéré",16039,"Nola",2016039,2017,28,"Infant",3,"Both",27,"Probability of death",0.092,0.0646709315028264,0.126151651206106
"105","Somalia_Lascaanod","Somalia",203,"Sool",16203,"Lascaanod",2016203,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0432728184734098,0.11623880128844
"106","Central African Republic_Ouanda Djallé","Central African Republic",39,"Vakaga",17039,"Ouanda Djallé",2017039,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.0479200233184634,0.106700086973197
"107","Somalia_Buuhoodle","Somalia",203,"Togdheer",17203,"Buuhoodle",2017203,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0468218290956236,0.109903490750466
"108","Nigeria_Babura","Nigeria",164,"Jigawa",18164,"Babura",2018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.091,0.0722400632717911,0.11204746617943
"109","Nigeria_Albasu","Nigeria",164,"Kano",20164,"Albasu",2020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.098,0.0810723052751267,0.11715118596354
"110","Chad_Tandjilé Est","Chad",217,"Tandjilé",20217,"Tandjilé Est",2020217,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0564861488800579,0.0961446068056911
"111","Nigeria_Arewa","Nigeria",164,"Kebbi",22164,"Arewa",2022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0592088302537365,0.0893080522052467
"112","Nigeria_Awe","Nigeria",164,"Nassarawa",26164,"Awe",2026164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0579341794375483,0.0910698160480535
"113","Nigeria_Agwara","Nigeria",164,"Niger",27164,"Agwara",2027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0633680756607955,0.100677396593806
"114","Nigeria_Bodinga","Nigeria",164,"Sokoto",34164,"Bodinga",2034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.061673928414577,0.0953743501274862
"115","Nigeria_Bakura","Nigeria",164,"Zamfara",37164,"Bakura",2037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.085,0.0680497230899223,0.103305025927555
"116","Democratic Republic of the Congo_Ango","Democratic Republic of the Congo",47,"Bas-Uélé",1047,"Ango",3001047,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0449987720313271,0.103459862825526
"117","Sierra Leone_Kono","Sierra Leone",200,"Eastern",1200,"Kono",3001200,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0611929494622039,0.0912075265162466
"118","Central African Republic_Mingala","Central African Republic",39,"Basse-Kotto",3039,"Mingala",3003039,2017,28,"Infant",3,"Both",27,"Probability of death",0.095,0.0619121199921614,0.141765407792041
